27612;2021; 5;26; 17.8
27612;2021; 5;27; 17.3
27612;2021; 5;28; 18.6
27612;2021; 5;29; 14.8
27612;2021; 5;30; 10.8
27612;2021; 5;31; 10.0
27612;2021; 6; 1; 11.7
27612;2021; 6; 2; 14.9
27612;2021; 6; 3; 15.9
27612;2021; 6; 4; 17.2
27612;2021; 6; 5; 18.4
27612;2021; 6; 6; 17.6
27612;2021; 6; 7; 17.6
27612;2021; 6; 8; 17.4
27612;2021; 6; 9; 17.0
27612;2021; 6;10; 14.4
27612;2021; 6;11; 14.8
27612;2021; 6;12; 17.7
27612;2021; 6;13; 20.1
27612;2021; 6;14; 21.8
27612;2021; 6;15; 21.1
27612;2021; 6;16; 20.1
27612;2021; 6;17; 19.2
27612;2021; 6;18; 20.9
27612;2021; 6;19; 23.2
27612;2021; 6;20; 24.5
27612;2021; 6;21; 25.7
27612;2021; 6;22; 26.6
27612;2021; 6;23; 27.8
27612;2021; 6;24; 28.6
27612;2021; 6;25; 27.5
27612;2021; 6;26; 27.6
27612;2021; 6;27; 26.1
27612;2021; 6;28; 22.9
27612;2021; 6;29; 19.6
27612;2021; 6;30; 17.9
27612;2021; 7; 1; 20.6
27612;2021; 7; 2; 19.4
27612;2021; 7; 3; 19.0
27612;2021; 7; 4; 19.0
27612;2021; 7; 5; 22.1
27612;2021; 7; 6; 22.5
27612;2021; 7; 7; 22.8
27612;2021; 7; 8; 24.1
27612;2021; 7; 9; 25.6
27612;2021; 7;10; 27.0
27612;2021; 7;11; 27.0
27612;2021; 7;12; 25.6
27612;2021; 7;13; 26.8
27612;2021; 7;14; 27.3
27612;2021; 7;15; 22.5
27612;2021; 7;16; 25.4
27612;2021; 7;17; 24.4
27612;2021; 7;18; 23.7
27612;2021; 7;19; 23.6
27612;2021; 7;20; 22.6
27612;2021; 7;21; 20.4
27612;2021; 7;22; 17.9
27612;2021; 7;23; 17.3
27612;2021; 7;24; 17.3
27612;2021; 7;25; 18.1
27612;2021; 7;26; 20.1
27612;2021; 7;27; 22.2
27612;2021; 7;28; 19.8
27612;2021; 7;29; 21.3
27612;2021; 7;30; 21.3
27612;2021; 7;31; 21.9
27612;2021; 8; 1; 21.2
27612;2021; 8; 2; 23.3
27612;2021; 8; 3; 20.2
27612;2021; 8; 4; 18.5
27612;2021; 8; 5; 17.2
27612;2021; 8; 6; 17.9
27612;2021; 8; 7; 20.7
27612;2021; 8; 8; 20.8
27612;2021; 8; 9; 22.6
27612;2021; 8;10; 23.1
27612;2021; 8;11; 20.6
27612;2021; 8;12; 19.7
27612;2021; 8;13; 18.3
27612;2021; 8;14; 19.2
27612;2021; 8;15; 20.6
27612;2021; 8;16; 22.9
27612;2021; 8;17; 23.3
27612;2021; 8;18; 23.2
27612;2021; 8;19; 20.6
27612;2021; 8;20; 20.5
27612;2021; 8;21; 19.3
27612;2021; 8;22; 16.7
27612;2021; 8;23; 16.0
27612;2021; 8;24; 15.2
27612;2021; 8;25; 14.5
27612;2021; 8;26; 16.5
27612;2021; 8;27; 18.1
27612;2021; 8;28; 17.3
27612;2021; 8;29; 18.0
27612;2021; 8;30; 18.8
27612;2021; 8;31; 20.2
27612;2021; 9; 1; 17.1
27612;2021; 9; 2; 11.9
27612;2021; 9; 3;  8.5
27612;2021; 9; 4;  8.2
27612;2021; 9; 5;  7.3
27612;2021; 9; 6;  8.9
27612;2021; 9; 7; 10.2
27612;2021; 9; 8; 12.9
27612;2021; 9; 9; 15.6
27612;2021; 9;10; 15.8
27612;2021; 9;11; 14.1
27612;2021; 9;12; 16.1
27612;2021; 9;13; 17.7
27612;2021; 9;14; 12.6
27612;2021; 9;15;  9.7
27612;2021; 9;16;  7.7
27612;2021; 9;17;  6.6
27612;2021; 9;18;  6.0
27612;2021; 9;19;  6.2
27612;2021; 9;20;  5.6
27612;2021; 9;21;  6.4
27612;2021; 9;22;  6.6
27612;2021; 9;23;  9.0
27612;2021; 9;24;  9.2
27612;2021; 9;25;  9.2
27612;2021; 9;26; 10.0
27612;2021; 9;27;  9.5
27612;2021; 9;28;  7.5
27612;2021; 9;29;  5.3
27612;2021; 9;30;  5.8
27612;2021;10; 1;  5.8
27612;2021;10; 2;  5.9
27612;2021;10; 3;  5.4
27612;2021;10; 4;  6.4
27612;2021;10; 5;  6.6
27612;2021;10; 6;  8.7
27612;2021;10; 7;  5.2
27612;2021;10; 8;  4.8
27612;2021;10; 9;  5.2
27612;2021;10;10;  6.2
27612;2021;10;11;  5.9
27612;2021;10;12;  8.5
27612;2021;10;13;  9.6
27612;2021;10;14;  7.9
27612;2021;10;15;  6.7
27612;2021;10;16;  9.2
27612;2021;10;17;  6.2
27612;2021;10;18;  5.6
27612;2021;10;19;  3.3
27612;2021;10;20;  1.9
27612;2021;10;21;  9.8
27612;2021;10;22; 11.0
27612;2021;10;23;  6.7
27612;2021;10;24;  3.3
27612;2021;10;25;  0.5
27612;2021;10;26;  3.9
27612;2021;10;27;  5.2
27612;2021;10;28;  7.6
27612;2021;10;29;  7.6
27612;2021;10;30; 10.4
27612;2021;10;31;  6.5
27612;2021;11; 1;  5.5
27612;2021;11; 2;  2.1
27612;2021;11; 3;  4.7
27612;2021;11; 4;  8.2
27612;2021;11; 5;  9.4
27612;2021;11; 6;  9.1
27612;2021;11; 7;  5.9
27612;2021;11; 8;  6.3
27612;2021;11; 9;  0.6
27612;2021;11;10; -1.1
27612;2021;11;11;  1.4
27612;2021;11;12;  2.1
27612;2021;11;13;  3.7
27612;2021;11;14;  1.7
27612;2021;11;15;  0.0
27612;2021;11;16; -1.3
27612;2021;11;17; -1.0
27612;2021;11;18; -0.5
27612;2021;11;19;  1.9
27612;2021;11;20;  1.5
27612;2021;11;21;  1.6
27612;2021;11;22; -1.1
27612;2021;11;23; -4.2
27612;2021;11;24; -3.9
27612;2021;11;25;  1.9
27612;2021;11;26;  2.6
27612;2021;11;27;  2.4
27612;2021;11;28;  3.9
27612;2021;11;29;  3.7
27612;2021;11;30;  2.3
27612;2021;12; 1; -3.0
27612;2021;12; 2; -4.2
27612;2021;12; 3;  1.2
27612;2021;12; 4; -2.4
27612;2021;12; 5; -3.1
27612;2021;12; 6; -4.8
27612;2021;12; 7; -1.9
27612;2021;12; 8; -5.6
27612;2021;12; 9; -9.7
27612;2021;12;10;-13.9
27612;2021;12;11;-14.9
27612;2021;12;12; -8.6
27612;2021;12;13; -2.6
27612;2021;12;14; -2.9
27612;2021;12;15; -2.1
27612;2021;12;16;  0.0
27612;2021;12;17;  0.8
27612;2021;12;18; -1.3
27612;2021;12;19; -1.4
27612;2021;12;20; -8.4
27612;2021;12;21;-16.5
27612;2021;12;22;-20.8
27612;2021;12;23;-14.0
27612;2021;12;24; -9.9
27612;2021;12;25;-10.6
27612;2021;12;26; -8.7
27612;2021;12;27;-10.8
27612;2021;12;28; -9.2
27612;2021;12;29;-13.6
27612;2021;12;30;-10.5
27612;2021;12;31; -5.0
