27612;2021; 1; 1; -0.5
27612;2021; 1; 2; -0.2
27612;2021; 1; 3;  0.3
27612;2021; 1; 4; -0.5
27612;2021; 1; 5; -1.4
27612;2021; 1; 6; -3.4
27612;2021; 1; 7; -4.7
27612;2021; 1; 8; -4.2
27612;2021; 1; 9; -5.8
27612;2021; 1;10; -8.0
27612;2021; 1;11; -8.4
27612;2021; 1;12;-10.0
27612;2021; 1;13;-11.9
27612;2021; 1;14;-13.6
27612;2021; 1;15;-15.2
27612;2021; 1;16;-15.9
27612;2021; 1;17;-19.0
27612;2021; 1;18;-19.2
27612;2021; 1;19;-14.4
27612;2021; 1;20; -8.4
27612;2021; 1;21;-11.1
27612;2021; 1;22; -5.0
27612;2021; 1;23;  0.6
27612;2021; 1;24;  1.0
27612;2021; 1;25;  2.3
27612;2021; 1;26;  0.8
27612;2021; 1;27;  1.9
27612;2021; 1;28;  0.2
27612;2021; 1;29;  0.3
27612;2021; 1;30; -2.3
27612;2021; 1;31; -3.6
27612;2021; 2; 1; -2.4
27612;2021; 2; 2; -7.4
27612;2021; 2; 3; -6.9
27612;2021; 2; 4; -2.3
27612;2021; 2; 5; -9.7
27612;2021; 2; 6;-14.6
27612;2021; 2; 7;-14.5
27612;2021; 2; 8;-13.9
27612;2021; 2; 9;-15.0
27612;2021; 2;10;-13.0
27612;2021; 2;11;-14.4
27612;2021; 2;12;-14.6
27612;2021; 2;13;-14.1
27612;2021; 2;14;-13.7
27612;2021; 2;15;-15.7
27612;2021; 2;16;-15.6
27612;2021; 2;17;-11.0
27612;2021; 2;18;-15.5
27612;2021; 2;19;-14.1
27612;2021; 2;20;-12.1
27612;2021; 2;21; -7.7
27612;2021; 2;22;-12.4
27612;2021; 2;23;-19.7
27612;2021; 2;24;-14.8
27612;2021; 2;25; -3.8
27612;2021; 2;26;  4.1
27612;2021; 2;27;  0.8
27612;2021; 2;28;  0.2
27612;2021; 3; 1;  0.6
27612;2021; 3; 2;  3.4
27612;2021; 3; 3;  0.8
27612;2021; 3; 4;  1.3
27612;2021; 3; 5; -3.5
27612;2021; 3; 6; -6.7
27612;2021; 3; 7; -5.2
27612;2021; 3; 8; -6.3
27612;2021; 3; 9;-12.1
27612;2021; 3;10;-16.5
27612;2021; 3;11;-12.9
27612;2021; 3;12; -9.6
27612;2021; 3;13; -4.4
27612;2021; 3;14;  0.1
27612;2021; 3;15;  2.6
27612;2021; 3;16;  1.7
27612;2021; 3;17;  0.7
27612;2021; 3;18;  0.5
27612;2021; 3;19; -0.3
27612;2021; 3;20; -2.3
27612;2021; 3;21; -1.6
27612;2021; 3;22;  0.7
27612;2021; 3;23; -1.1
27612;2021; 3;24; -0.6
27612;2021; 3;25;  4.4
27612;2021; 3;26;  3.8
27612;2021; 3;27;  5.2
27612;2021; 3;28;  4.0
27612;2021; 3;29;  4.0
27612;2021; 3;30;  4.0
27612;2021; 3;31;  4.2
27612;2021; 4; 1;  6.1
27612;2021; 4; 2;  2.7
27612;2021; 4; 3;  2.0
27612;2021; 4; 4;  3.0
27612;2021; 4; 5;  4.8
27612;2021; 4; 6;  7.1
27612;2021; 4; 7;  6.8
27612;2021; 4; 8;  2.3
27612;2021; 4; 9;  3.9
27612;2021; 4;10;  6.9
27612;2021; 4;11; 10.0
27612;2021; 4;12; 10.4
27612;2021; 4;13; 15.2
27612;2021; 4;14; 16.9
27612;2021; 4;15; 13.8
27612;2021; 4;16; 12.3
27612;2021; 4;17; 12.7
27612;2021; 4;18; 10.7
27612;2021; 4;19; 10.1
27612;2021; 4;20;  5.8
27612;2021; 4;21;  3.8
27612;2021; 4;22;  9.6
27612;2021; 4;23; 10.2
27612;2021; 4;24;  4.2
27612;2021; 4;25;  3.8
27612;2021; 4;26;  5.2
27612;2021; 4;27;  2.9
27612;2021; 4;28;  4.8
27612;2021; 4;29;  6.7
27612;2021; 4;30; 10.4
27612;2021; 5; 1;  9.8
27612;2021; 5; 2; 10.0
27612;2021; 5; 3; 12.1
27612;2021; 5; 4;  6.1
27612;2021; 5; 5;  8.2
27612;2021; 5; 6; 11.1
27612;2021; 5; 7; 10.8
27612;2021; 5; 8;  9.0
27612;2021; 5; 9;  7.6
27612;2021; 5;10; 10.8
27612;2021; 5;11; 14.6
27612;2021; 5;12; 15.4
27612;2021; 5;13; 14.8
27612;2021; 5;14; 15.9
27612;2021; 5;15; 18.8
27612;2021; 5;16; 17.9
27612;2021; 5;17; 21.2
27612;2021; 5;18; 24.7
27612;2021; 5;19; 22.6
27612;2021; 5;20; 17.0
27612;2021; 5;21; 13.5
27612;2021; 5;22; 15.0
27612;2021; 5;23; 16.7
27612;2021; 5;24; 15.6
27612;2021; 5;25; 15.7
